UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,low_temp_diff_flag,high_torque_flag,high_tool_wear_flag,ml_risk_score,ml_predicted_failure,ml_risk_tier
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0009712227425444699,0,Low
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,9.099999999999966,0,0,0,0.003366159609167987,0,Low
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,9.099999999999966,0,0,0,0.004304556075877802,0,Low
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0035346764000025485,0,Low
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,9.099999999999966,0,0,0,0.005269874613821914,0,Low
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,9.199999999999989,0,1,0,0.0388130896464927,0,Low
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0035346764000025485,0,Low
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,9.199999999999989,0,0,0,0.00655075214999949,0,Low
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,9.100000000000025,0,1,0,0.086955718439554,0,Low
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0035346764000025485,0,Low
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,9.199999999999989,0,1,0,0.04872218972339596,0,Low
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0035346764000025485,0,Low
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,9.100000000000025,0,0,0,0.003294739672532749,0,Low
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0015822084938493834,0,Low
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,9.300000000000011,0,0,0,0.0032892700147360483,0,Low
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0010835822931062678,0,Low
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0010835822931062678,0,Low
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,9.099999999999966,0,0,0,0.007498877959621656,0,Low
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,9.099999999999966,0,0,0,0.012877205799889086,0,Low
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0010835822931062678,0,Low
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,9.099999999999966,0,1,0,0.07134839747709121,0,Low
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,9.199999999999989,0,0,0,0.0015822084938493834,0,Low
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0010835822931062678,0,Low
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0010835822931062678,0,Low
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0010835822931062678,0,Low
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0015822084938493834,0,Low
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,9.099999999999966,0,0,0,0.01548908652899509,0,Low
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0011451464854726338,0,Low
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0028449035085218173,0,Low
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,9.0,0,0,0,0.009671291416551953,0,Low
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,9.100000000000025,0,1,0,0.04245743706527588,0,Low
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,9.100000000000025,0,0,0,0.006587589621416726,0,Low
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,9.100000000000025,0,1,0,0.027927035505055167,0,Low
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,9.100000000000025,0,1,0,0.024330230455153888,0,Low
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,9.0,0,0,0,0.0011246079341319085,0,Low
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,8.899999999999977,0,1,0,0.03133082196184106,0,Low
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0011451464854726338,0,Low
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,9.0,0,0,0,0.0032392667075079647,0,Low
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0011246079341319085,0,Low
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,9.100000000000025,0,0,0,0.0011246079341319085,0,Low
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,9.0,0,0,0,0.004572288872602561,0,Low
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,9.0,0,0,0,0.003517438041370194,0,Low
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,9.0,0,0,0,0.0011246079341319085,0,Low
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,9.0,0,1,0,0.043917362953129535,0,Low
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,9.099999999999966,0,0,0,0.004992705053717538,0,Low
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,9.0,0,0,0,0.0011246079341319085,0,Low
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,9.0,0,0,0,0.0014695038906133928,0,Low
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,8.900000000000034,0,1,0,0.04905134954895559,0,Low
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,8.899999999999977,0,0,0,0.0006727868490077782,0,Low
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,9.0,0,0,0,0.009191549206417656,0,Low
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,9.099999999999966,0,1,0,0.07331567094413266,0,Low
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,9.099999999999966,0,0,0,0.002418533212865173,0,Low
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,9.099999999999966,0,1,0,0.9544730969723505,1,Critical
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,9.099999999999966,0,0,0,0.0028198503863846266,0,Low
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,9.100000000000025,0,1,0,0.1137170089952003,0,Low
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,9.100000000000025,0,1,0,0.06247496069078397,0,Low
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,9.099999999999966,0,0,0,0.003553183719717959,0,Low
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,9.099999999999966,0,1,1,0.10474200918230478,0,Low
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,9.0,0,0,1,0.010200219049789015,0,Low
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,9.0,0,0,1,0.016285923582295525,0,Low
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,9.0,0,0,1,0.011236632887269138,0,Low
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,8.900000000000034,0,1,1,0.13082065460322695,0,Low
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,9.0,0,1,1,0.061755541045571516,0,Low
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,8.900000000000034,0,0,1,0.041683756709187364,0,Low
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,8.899999999999977,0,0,1,0.019904063550834,0,Low
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,8.799999999999955,0,0,1,0.025785819706523386,0,Low
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,8.799999999999955,0,0,1,0.016138516544744887,0,Low
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,8.800000000000011,0,0,1,0.01933582457719946,0,Low
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,8.800000000000011,0,0,1,0.029566570694167953,0,Low
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,8.899999999999977,0,0,1,0.02268755088101229,0,Low
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,8.899999999999977,0,1,1,0.19221237791685472,0,Low
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,8.799999999999955,0,0,1,0.021544205466795162,0,Low
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,8.799999999999955,0,0,1,0.16893221260640445,0,Low
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,8.899999999999977,0,1,1,0.42518241788536554,0,Medium
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,8.899999999999977,0,1,1,0.9925322464788424,1,Critical
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,8.899999999999977,0,0,1,0.37750537685449975,0,Medium
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,8.899999999999977,0,0,1,0.5472471034453739,1,High
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,9.0,0,0,1,0.7027214205349855,1,High
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,8.899999999999977,0,0,1,0.49251792191950483,0,Medium
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,8.899999999999977,0,0,1,0.5278075740255588,1,High
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,8.800000000000011,0,0,1,0.44754869984128076,0,Medium
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,8.800000000000011,0,0,1,0.46918628897644443,0,Medium
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,8.800000000000011,0,1,1,0.9769194775750941,1,Critical
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,8.699999999999989,0,0,1,0.48140855363742713,0,Medium
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,8.800000000000011,0,0,1,0.491926715825473,0,Medium
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,8.800000000000011,0,0,0,0.0015723320603507423,0,Low
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,8.800000000000011,0,1,0,0.0709211558245826,0,Low
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,8.800000000000011,0,0,0,0.004192140854833571,0,Low
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,8.899999999999977,0,0,0,0.0015723320603507423,0,Low
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,8.900000000000034,0,0,0,0.0036093690973877796,0,Low
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,8.800000000000011,0,0,0,0.002812845512511031,0,Low
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,8.899999999999977,0,0,0,0.0015723320603507423,0,Low
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,8.899999999999977,0,0,0,0.0015723320603507423,0,Low
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,8.800000000000011,0,0,0,0.02526924079462845,0,Low
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,9.0,0,1,0,0.7734357303890529,1,High
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,9.099999999999966,0,0,0,0.005186971599088178,0,Low
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,9.0,0,0,0,0.10281726978260229,0,Low
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,9.100000000000025,0,0,0,0.012301627011274255,0,Low
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,9.100000000000025,0,0,0,0.9955653153465691,1,Critical
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,9.0,0,0,0,0.0012249485724842432,0,Low
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,9.0,0,0,0,0.011307733196448332,0,Low
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,9.0,0,0,0,0.014760880793571095,0,Low
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,8.900000000000034,0,0,0,0.006791213201223688,0,Low
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,9.0,0,0,0,0.030781935125932497,0,Low
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,9.0,0,0,0,0.004603713201223688,0,Low
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,9.0,0,0,0,0.003372743117816183,0,Low
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,9.0,0,0,0,0.004199816297351967,0,Low
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,8.899999999999977,0,0,0,0.0016846916109125403,0,Low
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,8.899999999999977,0,1,0,0.09850917412554351,0,Low
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,8.900000000000034,0,0,0,0.00705506198128291,0,Low
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,8.899999999999977,0,1,0,0.11139060553178474,0,Low
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,8.900000000000034,0,0,0,0.005411426065541532,0,Low
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,8.899999999999977,0,0,0,0.003001642255405296,0,Low
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,8.800000000000011,0,0,0,0.0035076962255531354,0,Low
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,8.800000000000011,0,1,0,0.0679310734709894,0,Low
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,8.800000000000011,0,0,0,0.0029317302134512263,0,Low
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,8.800000000000011,0,1,0,0.09879670269375504,0,Low
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,8.800000000000011,0,1,0,0.09132604657782448,0,Low
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,8.800000000000011,0,1,0,0.08482777589015221,0,Low
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,8.800000000000011,0,1,0,0.11623795038050164,0,Low
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,8.699999999999989,0,1,0,0.1799353482605849,0,Low
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,8.700000000000045,0,1,0,0.9621056662905418,1,Critical
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,8.700000000000045,0,0,0,0.0051270673848869,0,Low
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,8.700000000000045,0,0,0,0.03433842331473922,0,Low
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,8.699999999999989,0,0,0,0.003090030347849863,0,Low
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,8.600000000000023,0,0,0,0.003090030347849863,0,Low
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,8.600000000000023,0,0,0,0.0029317302134512263,0,Low
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,8.5,1,0,0,0.0002671209746145604,0,Low
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,8.599999999999966,1,1,0,0.9522126363764147,1,Critical
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,8.5,1,0,0,0.0014335531051278202,0,Low
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,8.399999999999977,1,1,0,0.9923808178156173,1,Critical
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,8.399999999999977,1,1,0,0.9824558538906532,1,Critical
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0002671209746145604,0,Low
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0020126679076063977,0,Low
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0002671209746145604,0,Low
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,8.5,1,0,0,0.0014498438455472508,0,Low
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,8.5,1,0,0,0.0002671209746145604,0,Low
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,8.5,1,1,0,0.9989752048400741,1,Critical
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,8.600000000000023,0,0,0,0.002237857039967894,0,Low
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,8.600000000000023,0,0,0,0.0019658211225421353,0,Low
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,8.5,1,0,0,0.021186028352652573,0,Low
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0008221917171302071,0,Low
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,8.5,1,0,0,0.0014498438455472508,0,Low
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,8.5,1,0,0,0.0008221917171302071,0,Low
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,8.5,1,0,0,0.0014332848359909342,0,Low
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,8.5,1,0,0,0.013247216674846237,0,Low
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,8.5,1,1,0,0.9990850104788833,1,Critical
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,8.5,1,0,0,0.0013209252854291362,0,Low
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,8.300000000000011,1,0,0,0.0013209252854291362,0,Low
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,8.399999999999977,1,1,0,0.047346579178359646,0,Low
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,8.399999999999977,1,0,0,0.00873200092346939,0,Low
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,8.5,1,0,1,0.008208633741296642,0,Low
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,8.399999999999977,1,0,1,0.08538455112526987,0,Low
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,8.399999999999977,1,0,1,0.04691863522667616,0,Low
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,8.399999999999977,1,1,1,0.16159892878599652,0,Low
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,8.600000000000023,0,0,1,0.018075895591614276,0,Low
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,8.600000000000023,0,1,1,0.09481877500295738,0,Low
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,8.5,1,0,1,0.005855692564826055,0,Low
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,8.600000000000023,0,0,1,0.01830409870304886,0,Low
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,8.700000000000045,0,1,1,0.0778230501872708,0,Low
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,8.600000000000023,0,0,1,0.16349904365084367,0,Low
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,8.600000000000023,0,0,1,0.01264815157265607,0,Low
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,8.600000000000023,0,0,1,0.0193675593812098,0,Low
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,8.600000000000023,0,1,1,0.49887203110030726,0,Medium
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,8.600000000000023,0,1,1,0.41812269297358773,0,Medium
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,8.600000000000023,0,1,1,0.33170820497941306,0,Medium
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,8.5,1,1,1,0.46754335914119327,0,Medium
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,8.600000000000023,0,1,1,0.9859048801865392,1,Critical
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,8.600000000000023,0,1,1,0.34354750267647316,0,Medium
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,8.599999999999966,1,0,1,0.9936111374707743,1,Critical
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,8.599999999999966,1,0,1,0.8129237126845412,1,Critical
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,8.599999999999966,1,1,1,0.9930009302353722,1,Critical
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,8.400000000000034,1,0,0,0.015236850612953408,0,Low
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,8.5,1,0,0,0.0019003083570446,0,Low
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,8.5,1,1,0,0.2579488422493793,0,Medium
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,8.5,1,0,0,0.023028301246915798,0,Low
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,8.600000000000023,0,0,0,0.0027632134226166644,0,Low
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,8.600000000000023,0,0,0,0.027557751051520977,0,Low
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,8.5,1,0,0,0.0013166105235487956,0,Low
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,8.5,1,0,0,0.006871509804983072,0,Low
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,8.5,1,1,0,0.9621496444337295,1,Critical
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,8.400000000000034,1,0,0,0.035555716306245655,0,Low
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,8.5,1,1,0,0.08147357008192707,0,Low
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,8.5,1,0,0,0.0014289700741105936,0,Low
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,8.5,1,0,0,0.0014289700741105936,0,Low
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,8.600000000000023,0,0,0,0.0062067702588807176,0,Low
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,8.400000000000034,1,1,0,0.046651341573789924,0,Low
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,8.400000000000034,1,1,0,0.29476338340578706,0,Medium
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,8.5,1,1,0,0.9987424451625248,1,Critical
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,8.5,1,0,0,0.0003221917171302072,0,Low
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,8.5,1,1,0,0.9981196338221959,1,Critical
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,8.400000000000034,1,0,0,0.0007436476558275253,0,Low
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,8.400000000000034,1,1,0,0.06782760108785203,0,Low
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,8.400000000000034,1,0,0,0.0006885769133118784,0,Low
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,8.300000000000011,1,0,0,0.001964161795835033,0,Low
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,8.5,1,0,0,0.03847744916845663,0,Low
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,8.5,1,0,0,0.01207635253068156,0,Low
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,8.400000000000034,1,0,0,0.0707209810587781,0,Low
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,8.400000000000034,1,0,0,0.0015427058571377153,0,Low
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,8.5,1,0,0,0.0002671209746145604,0,Low
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,8.5,1,0,0,0.0002671209746145604,0,Low
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,8.5,1,1,0,0.9983525242538352,1,Critical
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,8.5,1,0,0,0.08322821349015298,0,Low
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,8.399999999999977,1,1,0,0.9987691346088972,1,Critical
4155,M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0029433503390537447,0,Low
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,8.5,1,0,0,0.9969764201725735,1,Critical
4157,M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,8.5,1,0,0,0.0029433503390537447,0,Low
4158,L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,8.5,1,1,0,0.9978931460928909,1,Critical
4159,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,8.5,1,0,0,0.0015427058571377153,0,Low
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,8.5,1,0,0,0.0020126679076063977,0,Low
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,8.399999999999977,1,0,0,0.0020126679076063977,0,Low
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,8.400000000000034,1,0,0,0.0003221917171302072,0,Low
